station,weight,latitude,longitude,elevation,leaflabel
12106,KZ000035229,91.0,50.283,57.15,219.0,479.0
8637,TX000038527,0.0,40.067,57.383,47.0,380.0
19714,RSM00035026,77.0,52.217,57.4,521.0,497.0
1245,TX000038774,24.0,38.433,57.417,159.0,380.0
15849,MP000061995,30.0,-20.3,57.5,425.0,330.0
15979,RSM00028823,52.0,53.833,57.517,548.0,497.0
11115,UZM00038141,7.0,43.883,57.517,128.0,471.0
15939,RSM00023518,0.0,64.266,57.617,75.0,507.0
26765,MU000041254,15.0,23.067,57.633,1755.0,369.0
19473,KZ000035436,0.0,49.233,57.667,234.0,479.0
4617,MP000061990,62.0,-20.433,57.683,57.0,330.0
1122,RSM00028382,39.0,57.717,57.683,56.0,505.0
4878,TX000038388,44.0,41.033,57.767,62.0,469.0
8505,RSM00028234,0.0,58.117,57.783,226.0,505.0
1124,RSM00028434,77.0,56.65,57.783,207.0,499.0
4594,KZ000035234,0.0,50.733,57.9,340.0,479.0
15975,RSM00028537,75.0,55.7,57.9,326.0,499.0
23270,RSM00023813,0.0,61.8,57.917,174.0,507.0
12266,RSM00028637,11.0,55.0,57.983,415.0,499.0
12213,RSM00020046,48.0,80.617,58.05,22.0,507.0
15823,KZ000035437,0.0,48.817,58.15,230.0,477.0
19715,RSM00035037,24.0,51.867,58.183,341.0,497.0
4753,RSM00028334,27.0,57.35,58.217,244.0,505.0
26909,RSM00028831,0.0,53.933,58.333,565.0,497.0
16108,TX000038880,65.0,37.987,58.361,211.0,378.0
8639,TX000038882,0.0,37.65,58.4,1486.0,378.0
15825,KZ000035635,0.0,47.7,58.467,511.0,477.0
930,KZ000035532,21.0,48.633,58.5,398.0,477.0
19773,TX000038656,40.0,39.317,58.6,87.0,380.0
3623,UZM00038143,0.0,43.933,58.733,54.0,471.0
26897,RSM00028138,79.0,58.517,58.85,463.0,505.0
23159,MU000041288,29.0,20.667,58.9,19.0,369.0
11116,UZM00038149,22.0,43.083,58.933,64.0,469.0
8467,RSM00020946,49.0,70.45,59.067,13.0,507.0
1136,RSM00028838,47.0,53.35,59.083,382.0,497.0
27018,TX000038261,0.0,42.3,59.133,71.0,469.0
19644,RSM00028833,72.0,53.883,59.2,403.0,497.0
23265,RSM00023219,72.0,67.033,59.4,83.0,507.0
26960,RSM00035233,48.0,50.767,59.533,287.0,479.0
12108,KZ000035430,10.0,49.25,59.55,260.0,479.0
1129,RSM00028533,0.0,56.05,59.583,320.0,499.0
3624,UZM00038264,25.0,42.45,59.617,77.0,469.0
8375,MP000061986,61.0,-16.45,59.617,4.0,330.0
23125,KZ000035633,14.0,47.85,59.617,176.0,477.0
891,IR000040745,64.0,36.267,59.633,999.0,378.0
27021,TX000038885,0.0,37.35,59.633,308.0,378.0
8512,RSM00028630,74.0,55.2,59.667,583.0,499.0
11117,UZM00038262,76.0,42.95,59.817,66.0,469.0
23129,KZ000035941,2.0,45.683,59.917,80.0,471.0
1184,RSM00035133,47.0,51.517,59.95,285.0,497.0
27019,TX000038665,0.0,39.583,59.95,108.0,380.0
19633,RSM00028033,0.0,59.75,60.0,228.0,505.0
26898,RSM00028240,30.0,57.883,60.067,258.0,505.0
4595,KZ000035344,2.0,49.95,60.133,229.0,479.0
12263,RSM00028541,31.0,56.083,60.3,401.0,499.0
16033,RSM00035041,75.0,52.433,60.35,310.0,497.0
1075,RSM00023921,76.0,60.683,60.45,95.0,505.0
23418,TX000038886,21.0,37.383,60.517,186.0,378.0
19634,RSM00028044,37.0,59.6,60.533,132.0,505.0
3625,UZM00038396,21.0,41.567,60.567,101.0,469.0
19637,RSM00028440,120.0,56.833,60.633,283.0,505.0
26911,RSM00028941,0.0,53.05,60.667,300.0,497.0
12233,RSM00023324,89.0,66.433,60.767,62.0,507.0
15973,RSM00028144,77.0,58.867,60.783,126.0,505.0
26861,RSM00023724,74.0,62.433,60.867,51.0,507.0
23267,RSM00023527,74.0,64.283,60.883,29.0,507.0
4549,IR000408560,59.0,29.476,60.907,1378.0,371.0
1125,RSM00028445,52.0,56.733,61.067,290.0,505.0
4599,KZ000035847,1.0,45.983,61.067,60.0,471.0
26736,KZ000035742,0.0,47.083,61.167,79.0,477.0
12097,KZ000028948,0.0,52.717,61.167,260.0,497.0
19774,TX000038791,2.0,38.683,61.2,147.0,380.0
23419,TX000038974,71.0,36.533,61.217,275.0,378.0
4596,KZ000035542,69.0,48.617,61.267,114.0,477.0
4759,RSM00028642,25.0,55.3,61.533,227.0,499.0
8515,RSM00028748,77.0,54.083,61.617,193.0,497.0
12110,KZ000035746,89.0,46.783,61.65,62.0,477.0
26899,RSM00028248,0.0,57.867,61.7,128.0,505.0
1066,RSM00023022,75.0,69.783,61.783,49.0,507.0
15974,RSM00028449,0.0,56.433,61.867,168.0,499.0
1242,TX000038408,0.0,41.067,61.9,137.0,469.0
1121,RSM00028346,0.0,57.367,61.917,177.0,505.0
8357,KZ000038162,0.0,43.6,61.933,64.0,471.0
8347,KZ000035549,12.0,48.25,62.0,74.0,477.0
4590,KZ000028843,0.0,53.75,62.067,187.0,497.0
12109,KZ000035449,0.0,48.833,62.1,82.0,477.0
26860,RSM00023625,35.0,63.65,62.1,28.0,507.0
26737,KZ000035849,91.0,45.767,62.117,68.0,471.0
1247,TX000038895,99.0,37.6,62.183,240.0,378.0
11121,UZM00038545,43.0,40.467,62.283,142.0,380.0
1119,RSM00028049,27.0,59.433,62.333,131.0,505.0
16110,TX000038987,98.0,35.283,62.35,625.0,378.0
16109,TX000038899,0.0,37.3,62.417,259.0,378.0
7340,UZM00038403,28.0,41.75,62.467,98.0,469.0
932,KZ000035749,0.0,46.717,62.5,80.0,477.0
19469,KZ000028957,6.0,52.683,62.6,208.0,497.0
19638,RSM00028451,29.0,56.85,62.717,126.0,505.0
19775,TX000038799,24.0,38.083,62.8,185.0,378.0
3842,AY000089564,58.0,-67.6,62.867,16.0,321.0
8356,KZ000038049,24.0,44.067,62.9,88.0,471.0
4591,KZ000028854,0.0,53.75,63.167,184.0,497.0
12117,KZ000038051,0.0,44.883,63.167,92.0,471.0
1246,TX000038804,1.0,38.567,63.183,185.0,380.0
11118,UZM00038284,0.0,42.533,63.283,333.0,469.0
26904,RSM00028655,26.0,55.233,63.317,176.0,499.0
29440,UZM00038551,0.0,40.85,63.333,208.0,469.0
956,MP000061988,50.0,-19.683,63.417,59.0,330.0
23123,KZ000035358,80.0,49.633,63.5,136.0,479.0
27020,TX000038687,88.0,39.083,63.6,190.0,380.0
8341,KZ000028952,99.0,53.217,63.617,156.0,497.0
12264,RSM00028552,77.0,56.067,63.65,81.0,499.0
12259,RSM00028255,77.0,58.05,63.683,71.0,505.0
16111,TX000038998,0.0,36.267,63.7,787.0,378.0
22188,UZM00038685,0.0,39.5,63.85,196.0,380.0
8477,RSM00023226,31.0,67.483,64.016,172.0,507.0
19477,KZ000035953,34.0,45.5,64.083,103.0,471.0
1076,RSM00023929,29.0,60.317,64.217,53.0,505.0
25763,UZM00038178,41.0,43.15,64.333,234.0,469.0
23417,TX000038806,24.0,38.467,64.367,212.0,380.0
12188,PK000041712,14.0,28.883,64.4,850.0,371.0
12267,RSM00028659,0.0,54.917,64.433,127.0,499.0
22187,UZM00038553,2.0,40.683,64.483,219.0,380.0
11119,UZM00038413,81.0,41.733,64.617,237.0,469.0
29441,UZM00038683,25.0,39.717,64.617,226.0,380.0
1126,RSM00028456,0.0,56.517,64.65,113.0,499.0
23302,RSM00028359,0.0,57.067,64.667,91.0,505.0
15827,KZ000035756,15.0,46.883,64.667,79.0,477.0
1071,RSM00023426,34.0,65.382,64.717,19.0,507.0
1067,RSM00023220,52.0,67.833,64.75,116.0,507.0
19643,RSM00028756,22.0,54.467,64.867,117.0,499.0
15941,RSM00023631,77.0,63.933,65.05,32.0,507.0
12388,TX000038911,43.0,37.833,65.2,240.0,378.0
19635,RSM00028264,0.0,58.05,65.266,62.0,505.0
29439,UZM00038427,1.0,41.05,65.283,200.0,469.0
11122,UZM00038567,0.0,40.133,65.349,341.0,380.0
15977,RSM00028661,83.0,55.467,65.4,79.0,499.0
4754,RSM00028367,77.0,57.117,65.433,104.0,505.0
19639,RSM00028561,52.0,56.167,65.45,61.0,499.0
12118,KZ000038062,33.0,44.85,65.5,130.0,471.0
23119,KZ000028967,0.0,52.667,65.5,209.0,497.0
26733,KZ000035467,0.0,48.9,65.533,223.0,477.0
26725,KZ000028867,29.0,53.317,65.55,210.0,497.0
26857,RSM00023331,57.0,66.9,65.667,890.0,507.0
18505,UZM00038565,33.0,40.55,65.683,485.0,380.0
29442,UZM00038812,20.0,38.8,65.717,376.0,380.0
26895,RSM00028064,77.0,59.617,65.717,72.0,505.0
19641,RSM00028668,0.0,54.767,66.0,152.0,499.0
27022,TX000038915,25.0,37.517,66.017,265.0,378.0
1073,RSM00023734,75.0,62.45,66.05,72.0,507.0
18507,UZM00038815,0.0,38.617,66.267,524.0,380.0
12100,KZ000035067,28.0,51.883,66.333,221.0,497.0
8508,RSM00028465,32.0,56.683,66.35,60.0,506.0
1070,RSM00023330,94.0,66.533,66.667,16.0,508.0
8359,KZ000038423,2.0,41.8,66.717,202.0,469.0
15832,KZ000038069,11.0,44.167,66.75,153.0,471.0
4598,KZ000035663,61.0,47.833,66.75,508.0,477.0
4716,RSM00023032,91.0,69.717,66.8,25.0,508.0
7342,UZM00038818,0.0,38.25,66.833,1601.0,378.0
15821,KZ000035363,8.0,50.217,66.833,343.0,479.0
14790,UZM00038816,2.0,38.65,66.933,2121.0,380.0
22189,UZM00038696,70.0,39.567,66.95,724.0,380.0
26726,KZ000028966,28.0,52.817,66.967,227.0,497.0
4589,KZ000028766,38.0,54.367,66.967,153.0,499.0
8348,KZ000035563,2.0,48.65,67.0,632.0,477.0
3628,UZM00038921,0.0,37.667,67.017,410.0,378.0
935,KZ000035969,33.0,45.25,67.067,138.0,471.0
12103,KZ000035166,2.0,51.267,67.233,252.0,497.0
11124,UZM00038927,74.0,37.233,67.267,310.0,378.0
26905,RSM00028666,76.0,55.25,67.3,143.0,499.0
23137,KZ000038191,0.0,43.717,67.417,174.0,471.0
23121,KZ000035163,0.0,51.6,67.567,272.0,497.0
4870,TI000038705,0.0,39.5,67.6,1015.0,380.0
15826,KZ000035671,44.0,47.8,67.717,346.0,477.0
7341,UZM00038579,20.0,40.117,67.833,345.0,380.0
7343,UZM00038829,0.0,38.267,67.9,520.0,378.0
19485,KZ000038439,26.0,41.367,68.0,275.0,469.0
26734,KZ000035478,0.0,48.883,68.083,506.0,477.0
928,KZ000028877,9.0,53.317,68.1,319.0,497.0
1238,TI000038937,2.0,37.317,68.133,380.0,378.0
23141,KZ000038317,0.0,42.133,68.133,238.0,469.0
26749,KZ000038198,84.0,43.267,68.217,207.0,469.0
19636,RSM00028275,101.0,58.15,68.25,44.0,506.0
12384,TI000038835,0.0,38.567,68.333,821.0,380.0
12101,KZ000035078,86.0,51.817,68.367,304.0,497.0
942,KZ000038582,0.0,40.833,68.5,266.0,469.0
15925,RSM00020353,8.0,76.85,68.55,10.0,508.0
8629,TI000038715,0.0,39.567,68.583,3143.0,380.0
4871,TI000038716,0.0,39.383,68.617,1507.0,380.0
3627,UZM00038583,21.0,40.817,68.683,264.0,469.0
23120,KZ000028978,20.0,52.533,68.75,399.0,497.0
8630,TI000038836,79.0,38.55,68.783,800.0,380.0
16102,TI000038933,76.0,37.817,68.783,429.0,378.0
26750,KZ000038316,0.0,42.433,68.8,240.0,469.0
27015,TI000038589,0.0,40.217,68.833,317.0,380.0
23412,TI000038719,0.0,39.083,68.867,3373.0,380.0
4604,KZ000038196,11.0,43.55,68.9,822.0,469.0
16098,TI000038713,10.0,39.9,68.983,1005.0,380.0
22204,AF000040930,0.0,35.317,69.017,3366.0,378.0
26863,RSM00023933,76.0,61.017,69.033,46.0,506.0
4873,TI000038947,6.0,37.233,69.083,363.0,378.0
23136,KZ000038081,24.0,44.8,69.117,190.0,471.0
927,KZ000028679,82.0,54.833,69.15,136.0,499.0
15833,KZ000038201,0.0,43.767,69.183,481.0,471.0
16099,TI000038845,0.0,38.25,69.233,2239.0,378.0
11120,UZM00038457,121.0,41.267,69.267,466.0,469.0
23298,RSM00028076,33.0,59.6,69.283,57.0,506.0
8631,TI000038847,0.0,38.1,69.317,660.0,378.0
23138,KZ000038207,0.0,43.033,69.367,365.0,469.0
23118,KZ000028879,37.0,53.283,69.383,229.0,497.0
16103,TI000038944,19.0,37.483,69.383,448.0,378.0
15976,RSM00028573,77.0,56.1,69.433,83.0,499.0
26817,PK000041620,15.0,31.35,69.467,1407.0,371.0
8344,KZ000035376,21.0,49.883,69.517,349.0,479.0
27016,TI000038842,0.0,38.683,69.567,1964.0,380.0
931,KZ000035576,74.0,48.3,69.65,361.0,477.0
15761,IN005120501,34.0,23.25,69.667,80.0,369.0
23142,KZ000038328,3.0,42.317,69.7,604.0,469.0
1237,TI000038599,64.0,40.217,69.733,427.0,380.0
15817,KZ000028873,1.0,53.833,69.783,153.0,497.0
26730,KZ000035173,22.0,51.617,69.8,305.0,497.0
23122,KZ000035284,0.0,50.583,70.0,330.0,479.0
19482,KZ000038082,0.0,44.833,70.017,207.0,471.0
23252,RSM00020667,74.0,73.333,70.05,7.0,508.0
880,IN005091300,0.0,22.45,70.083,20.0,369.0
15902,PK000041560,6.0,33.867,70.083,1726.0,371.0
941,KZ000038337,0.0,42.233,70.117,1122.0,469.0
12098,KZ000028984,20.0,52.95,70.217,384.0,497.0
12119,KZ000038334,10.0,42.483,70.3,808.0,469.0
4872,TI000038851,0.0,39.0,70.3,1316.0,380.0
3626,UZM00038462,21.0,41.9,70.367,1258.0,469.0
12032,IN005100100,35.0,20.9,70.367,8.0,369.0
12096,KZ000028687,0.0,54.9,70.45,134.0,499.0
19462,KG000038609,7.0,40.133,70.6,873.0,380.0
1127,RSM00028481,37.0,56.817,70.617,70.0,506.0
27017,TI000038853,0.0,38.65,70.717,3347.0,380.0
23070,IN005150100,34.0,22.3,70.783,138.0,369.0
29438,UZM00038339,0.0,42.167,70.883,2151.0,469.0
4537,IN019140400,29.0,26.9,70.917,231.0,371.0
15816,KZ000028785,0.0,54.433,70.917,127.0,499.0
8358,KZ000038203,9.0,43.783,70.933,366.0,471.0
18506,UZM00038606,0.0,40.55,70.95,499.0,380.0
26729,KZ000035085,32.0,52.0,70.95,384.0,497.0
26747,KZ000038091,7.0,44.8,71.067,266.0,471.0
26906,RSM00028688,34.0,54.9,71.25,128.0,499.0
16100,TI000038867,0.0,38.283,71.333,1737.0,378.0
23111,KG000038471,0.0,41.9,71.35,1937.0,469.0
1130,RSM00028588,28.0,55.567,71.367,129.0,499.0
12104,KZ000035188,86.0,51.133,71.367,350.0,497.0
12043,IN019040100,1.0,25.75,71.383,194.0,371.0
26751,KZ000038341,45.0,42.85,71.383,655.0,469.0
19769,TI000038954,85.0,37.5,71.5,2077.0,378.0
8633,TI000038957,0.0,36.7,71.567,2620.0,378.0
11123,UZM00038611,23.0,40.983,71.583,474.0,469.0
19474,KZ000035582,9.0,48.7,71.633,488.0,477.0
1134,RSM00028786,39.0,54.367,71.75,124.0,499.0
14789,UZM00038618,90.0,40.367,71.75,577.0,380.0
4592,KZ000028986,0.0,52.967,71.933,196.0,498.0
8511,RSM00028586,35.0,55.867,72.2,120.0,499.0
921,KG000038345,20.0,42.517,72.217,1218.0,469.0
25764,UZM00038475,0.0,40.733,72.333,477.0,469.0
8340,KZ000028886,0.0,53.633,72.367,138.0,498.0
12046,IOW00070701,32.0,-7.3,72.4,2.1,330.0
26900,RSM00028383,32.0,57.517,72.4,66.0,506.0
15760,IN005010600,32.0,23.067,72.633,55.0,369.0
8632,TI000038869,0.0,38.167,72.633,3276.0,378.0
12235,RSM00023445,50.0,65.467,72.667,19.0,508.0
4757,RSM00028491,39.0,56.933,72.667,87.0,506.0
23082,IN099990101,7.0,11.117,72.733,3.0,332.0
19484,KZ000038343,11.0,42.95,72.75,683.0,469.0
8334,KG000038615,6.0,40.533,72.8,875.0,380.0
15762,IN005171200,30.0,21.2,72.833,12.0,369.0
886,IN012070800,32.0,19.117,72.85,14.0,369.0
15805,KG000038473,2.0,41.833,72.867,1082.0,469.0
8346,KZ000035497,26.0,48.85,72.867,656.0,477.0
1068,RSM00023242,76.0,67.683,72.867,12.0,508.0
15938,RSM00023345,62.0,66.633,72.933,7.0,508.0
26748,KZ000038099,0.0,44.283,72.95,350.0,471.0
15806,KG000038613,49.0,40.917,72.95,765.0,469.0
1135,RSM00028797,41.0,54.2,72.967,125.0,498.0
15768,IN019180500,28.0,26.3,73.017,224.0,371.0
23124,KZ000035394,74.0,49.8,73.15,553.0,479.0
12105,KZ000035191,6.0,51.633,73.167,397.0,498.0
23069,IN005040100,0.0,22.3,73.25,33.0,369.0
8335,KG000038871,0.0,39.733,73.267,3155.0,380.0
889,IN019070100,28.0,28.0,73.3,224.0,371.0
4535,IN012201100,33.0,16.983,73.333,67.0,369.0
19476,KZ000035791,21.0,47.2,73.35,581.0,477.0
1133,RSM00028698,88.0,55.017,73.383,122.0,499.0
4758,RSM00028598,26.0,55.6,73.483,87.0,499.0
12236,RSM00023849,51.0,61.25,73.5,56.0,506.0
23160,MV000043555,4.0,4.2,73.533,2.0,330.0
4578,KG000038627,2.0,40.317,73.55,1555.0,380.0
19607,RSM00023146,44.0,68.467,73.6,5.0,508.0
888,IN012200100,1.0,15.867,73.633,16.0,369.0
8509,RSM00028498,20.0,56.45,73.65,95.0,500.0
12045,IN019260100,1.0,24.583,73.7,582.0,371.0
19483,KZ000038222,10.0,43.7,73.783,456.0,471.0
26685,IN022030600,37.0,15.483,73.817,60.0,369.0
23078,IN012190100,38.0,18.533,73.85,559.0,369.0
4761,RSM00028895,51.0,53.783,73.883,125.0,498.0
15770,IN019261900,0.0,24.617,73.883,514.0,371.0
887,IN012161300,0.0,20.133,73.917,608.0,369.0
890,IN019120700,0.0,29.917,73.917,177.0,371.0
16101,TI000038878,0.0,38.167,73.967,3576.0,378.0
19478,KZ000035997,1.0,45.1,73.967,349.0,471.0
23110,KG000038358,0.0,42.15,73.983,2092.0,469.0
19611,RSM00023946,65.0,60.517,74.033,48.0,506.0
19470,KZ000028993,0.0,53.15,74.2,126.0,498.0
23077,IN012131800,0.0,16.7,74.233,570.0,369.0
4680,PK000041640,23.0,31.55,74.333,215.0,371.0
26902,RSM00028493,77.0,56.9,74.383,74.0,506.0
8284,IN009120400,7.0,14.283,74.45,9.0,369.0
12090,KG000038353,69.0,42.85,74.533,760.0,469.0
8513,RSM00028696,35.0,55.033,74.583,107.0,500.0
23079,IN012212400,0.0,16.85,74.6,549.0,369.0
23072,IN009021000,30.0,15.85,74.617,747.0,369.0
23304,RSM00028593,38.0,56.1,74.633,78.0,500.0
23309,RSM00028799,38.0,54.167,74.8,115.0,498.0
23126,KZ000035699,10.0,47.45,74.817,620.0,477.0
12034,IN008040100,0.0,32.683,74.833,314.0,371.0
16104,TI000038966,0.0,37.533,74.833,3840.0,378.0
19425,IN008010200,31.0,34.083,74.833,1587.0,371.0
12036,IN009130200,0.0,12.867,74.85,22.0,332.0
8285,IN009130300,33.0,12.917,74.883,102.0,332.0
23139,KZ000038229,0.0,43.35,74.967,1145.0,469.0
933,KZ000035796,75.0,46.8,75.083,350.0,477.0
4577,KG000036911,20.0,42.833,75.283,817.0,469.0
15764,IN012041000,37.0,19.85,75.4,579.0,369.0
8342,KZ000029807,74.0,53.35,75.45,94.0,498.0
937,KZ000036335,11.0,49.383,75.517,812.0,479.0
12035,IN009090300,34.0,15.417,75.633,650.0,369.0
12189,PK008020100,0.0,35.3,75.683,2181.0,378.0
936,KZ000036126,1.0,50.8,75.7,504.0,479.0
881,IN006031000,25.0,29.167,75.733,221.0,371.0
15803,KG000036963,0.0,41.8,75.767,3040.0,469.0
19427,IN010050700,30.0,11.25,75.783,5.0,332.0
12044,IN019131301,27.0,26.817,75.8,390.0,371.0
885,IN012040300,0.0,19.833,75.8,519.0,369.0
23075,IN011170400,36.0,22.717,75.8,567.0,369.0
15769,IN019190400,1.0,25.183,75.85,256.0,371.0
19481,KZ000036819,0.0,44.133,75.85,576.0,471.0
26683,IN019191200,23.0,25.15,75.85,274.0,371.0
12041,IN012230300,38.0,17.667,75.9,479.0,369.0
12275,RSM00029605,92.0,55.2,75.967,112.0,500.0
15659,CH000051709,61.0,39.467,75.983,1380.0,380.0
15804,KG000036974,86.0,41.433,76.0,2041.0,469.0
15767,IN019160700,0.0,24.533,76.167,321.0,371.0
15801,KG000036927,0.0,42.467,76.183,1660.0,469.0
884,IN010033100,0.0,9.967,76.233,3.0,332.0
23133,KZ000036821,8.0,44.833,76.267,396.0,471.0
940,KZ000036874,0.0,43.6,76.317,685.0,471.0
12039,IN011240300,0.0,21.833,76.367,318.0,369.0
26680,IN009070100,33.0,14.233,76.433,733.0,369.0
15765,IN018103100,25.0,30.333,76.467,251.0,371.0
26727,KZ000029802,10.0,53.817,76.533,114.0,498.0
19649,RSM00029405,26.0,56.6,76.567,116.0,500.0
23314,RSM00029602,20.0,55.283,76.6,111.0,500.0
882,IN007011900,0.0,31.25,76.667,587.0,371.0
8517,RSM00029103,0.0,59.067,76.733,69.0,506.0
12033,IN006012800,2.0,30.383,76.767,272.0,371.0
23134,KZ000036829,0.0,44.3,76.767,432.0,471.0
19606,RSM00023058,49.0,69.083,76.85,3.0,508.0
4601,KZ000036686,10.0,46.55,76.867,349.0,477.0
23071,IN006011400,0.0,30.733,76.883,347.0,371.0
8349,KZ000036003,43.0,52.3,76.933,122.0,498.0
15831,KZ000036870,92.0,43.233,76.933,851.0,469.0
12037,IN010100700,0.0,8.467,76.95,8.0,332.0
23073,IN010100400,35.0,8.483,76.95,64.0,332.0
8462,RSM00020069,64.0,79.5,76.983,10.0,508.0
15763,IN012020100,9.0,20.7,77.033,282.0,369.0
4540,IN020031700,33.0,11.033,77.05,399.0,332.0
26681,IN012021700,20.0,20.7,77.067,305.0,369.0
4542,IN022023000,0.0,28.567,77.117,233.0,371.0
4602,KZ000036837,0.0,44.017,77.133,710.0,471.0
19424,IN007101600,0.0,31.1,77.167,2202.0,371.0
23081,IN022021900,42.0,28.583,77.2,216.0,371.0
12115,KZ000036761,0.0,45.7,77.267,368.0,471.0
15660,CH000051811,58.0,38.433,77.267,1232.0,380.0
4773,RSM00029706,22.0,54.367,77.283,115.0,500.0
12270,RSM00029209,11.0,57.783,77.283,100.0,506.0
8352,KZ000036487,0.0,48.267,77.317,699.0,477.0
23074,IN011140700,16.0,24.65,77.317,478.0,371.0
8288,IN011351500,35.0,23.283,77.35,523.0,369.0
26739,KZ000036358,3.0,49.2,77.367,842.0,479.0
8343,KZ000029906,0.0,52.917,77.417,112.0,498.0
19391,FS000061996,15.0,-37.8,77.5,29.0,322.0
15802,KG000036938,0.0,42.167,77.533,1690.0,469.0
19426,IN009010100,34.0,12.967,77.583,921.0,332.0
883,IN009012800,2.0,12.95,77.633,897.0,332.0
23067,IN001020700,35.0,14.583,77.633,364.0,369.0
23268,RSM00023552,75.0,64.917,77.817,27.0,508.0
15766,IN019051800,0.0,26.667,77.833,176.0,371.0
26864,RSM00023955,77.0,60.433,77.867,48.0,506.0
19428,IN011031100,0.0,21.867,77.933,653.0,369.0
18750,AY000089571,52.0,-68.583,77.95,13.0,322.0
26743,KZ000036839,0.0,44.35,77.967,948.0,471.0
4544,IN023160900,12.0,30.317,78.033,682.0,371.0
12279,RSM00029814,20.0,53.7,78.067,115.0,498.0
19423,IN001120100,32.0,15.8,78.067,281.0,369.0
15771,IN020081700,0.0,9.833,78.083,131.0,332.0
8290,IN020110800,0.0,11.65,78.167,278.0,332.0
26719,KG000036982,40.0,41.883,78.233,3639.0,469.0
19646,RSM00029111,92.0,59.217,78.233,69.0,506.0
26744,KZ000036897,0.0,43.317,78.25,2216.0,469.0
4532,IN011150300,38.0,26.233,78.25,207.0,371.0
8355,KZ000036894,0.0,43.6,78.25,608.0,471.0
4720,RSM00023656,50.0,63.383,78.333,66.0,508.0
12271,RSM00029418,72.0,56.35,78.35,126.0,500.0
26738,KZ000036152,22.0,50.867,78.35,149.0,479.0
26918,RSM00029612,87.0,55.333,78.367,120.0,500.0
19480,KZ000036778,1.0,45.0,78.383,602.0,471.0
8353,KZ000036498,23.0,48.167,78.417,643.0,477.0
4533,IN011160200,0.0,22.467,78.433,1075.0,369.0
805,CH000051716,58.0,39.8,78.567,1117.0,380.0
4779,RSM00029915,75.0,52.967,78.65,126.0,498.0
12116,KZ000036846,0.0,44.467,78.667,1385.0,471.0
23316,RSM00029712,18.0,54.7,78.667,113.0,500.0
4541,IN020130700,34.0,10.767,78.717,88.0,332.0
8354,KZ000036773,0.0,45.9,78.717,412.0,471.0
19608,RSM00023256,73.0,67.467,78.733,8.0,508.0
4539,IN020021800,0.0,11.733,78.967,126.0,332.0
4546,IN023361400,0.0,27.233,79.05,157.0,372.0
19429,IN012141800,37.0,21.1,79.05,310.0,369.0
4538,IN020011100,0.0,12.917,79.15,214.0,332.0
15990,RSM00029813,19.0,53.967,79.233,144.0,498.0
4763,RSM00029313,81.0,57.533,79.367,97.0,506.0
8292,IN023101700,18.0,28.367,79.4,169.0,372.0
4531,IN001090500,21.0,18.767,79.433,156.0,369.0
4775,RSM00029816,0.0,53.617,79.55,138.0,498.0
23315,RSM00029613,0.0,55.3,79.617,140.0,500.0
19430,IN020020300,32.0,11.767,79.767,12.0,332.0
8291,IN022043500,7.0,10.917,79.833,7.0,332.0
939,KZ000036786,0.0,45.417,79.933,1113.0,471.0
22991,CH000051828,59.0,37.133,79.933,1375.0,378.0
4534,IN011180800,35.0,23.2,79.95,393.0,369.0
876,IN001160200,34.0,14.45,79.983,20.0,369.0
26916,RSM00029524,29.0,55.85,80.033,129.0,500.0
4603,KZ000036859,84.0,44.167,80.067,645.0,471.0
12089,KG000036953,0.0,42.733,80.167,1807.0,469.0
19431,IN020040900,36.0,13.0,80.183,16.0,332.0
16034,RSM00036020,12.0,52.5,80.2,159.0,498.0
26862,RSM00023867,71.0,61.1,80.267,55.0,506.0
15829,KZ000036177,95.0,50.417,80.3,196.0,479.0
8579,RSM00036022,24.0,52.017,80.367,208.0,498.0
8466,RSM00020674,75.0,73.5,80.4,47.0,508.0
26741,KZ000036622,15.0,47.967,80.45,655.0,477.0
19655,RSM00029724,23.0,54.3,80.5,164.0,500.0
22984,CE000434730,132.0,6.967,80.767,1880.0,332.0
4776,RSM00029827,21.0,53.267,80.767,122.0,498.0
8280,IN001111600,2.0,16.533,80.8,24.0,369.0
26686,IN023340700,0.0,27.9,80.8,147.0,372.0
23076,IN011340100,18.0,24.567,80.833,317.0,372.0
8293,IN023351400,30.0,26.75,80.883,128.0,372.0
12040,IN011370100,0.0,23.533,80.883,459.0,372.0
26742,KZ000036729,70.0,46.167,80.933,397.0,471.0
19647,RSM00029122,24.0,59.05,80.95,59.0,506.0
19653,RSM00029625,19.0,55.1,80.967,140.0,500.0
26740,KZ000036394,0.0,49.583,81.05,334.0,479.0
8182,CE000043497,127.0,6.117,81.133,20.0,335.0
23068,IN001111200,35.0,16.2,81.15,3.0,369.0
4823,RSM00036034,77.0,51.5,81.217,219.0,498.0
15830,KZ000036397,11.0,49.217,81.217,455.0,479.0
23319,RSM00029822,77.0,53.817,81.267,129.0,498.0
8187,CH000051431,60.0,43.95,81.333,664.0,471.0
26912,RSM00029128,1.0,58.7,81.5,63.0,506.0
4543,IN023060800,0.0,27.567,81.6,124.0,372.0
4600,KZ000036639,27.0,47.117,81.617,491.0,477.0
8287,IN011291000,21.0,21.217,81.667,294.0,369.0
8286,IN011060800,27.0,22.767,81.9,625.0,369.0
23130,KZ000036186,9.0,50.633,81.917,320.0,479.0
