station,weight,latitude,longitude,elevation,leaflabel
3175,USR0000CCAH,6.0,36.3469,-121.5108,682.8,11.0
6916,USR0000CBUT,11.0,40.0789,-121.5039,1511.8,42.0
5070,USC00044838,51.0,41.7019,-121.5011,1453.9,133.0
11488,CA001161661,9.0,51.14,-121.5,1057.0,185.0
24684,USC00354750,16.0,43.6667,-121.5,-999.9,133.0
16285,USC00044255,2.0,41.7167,-121.5,1455.1,133.0
10876,USS0021C14S,24.0,46.3,-121.5,1371.6,141.0
7696,CA001167635,22.0,50.42,-121.5,232.0,179.0
12531,USC00041583,0.0,37.6333,-121.5,171.0,34.0
27213,USC00046944,0.0,41.0,-121.5,877.8,44.0
17760,USC00450672,6.0,48.0667,-121.5,534.0,143.0
6212,USC00353424,2.0,44.5333,-121.5,785.2,135.0
25466,USR0000WGOH,14.0,48.2,-121.5,1036.3,143.0
11005,USW00023232,71.0,38.5069,-121.495,4.6,36.0
6906,USR0000CARR,16.0,36.23,-121.4917,298.7,11.0
14456,USR0000OHEH,19.0,44.9661,-121.4908,804.7,135.0
21062,USC00358007,47.0,42.4306,-121.4892,1366.4,133.0
28994,USR0000CJAR,9.0,39.7358,-121.4889,759.0,42.0
10407,USC00459183,41.0,45.7667,-121.4833,613.0,141.0
13647,USC00355707,19.0,44.6167,-121.4833,580.0,135.0
23610,USC00046527,3.0,39.5333,-121.4833,257.6,42.0
14043,USC00454619,10.0,47.2,-121.4833,497.1,143.0
21953,USS0021C17S,23.0,46.9,-121.4833,1645.9,143.0
19925,USC00044812,54.0,39.6833,-121.4833,156.1,42.0
13669,USC00359604,43.0,42.3,-121.4833,1275.0,133.0
8826,USC00046523,12.0,39.4333,-121.4833,161.8,42.0
7663,CA001113540,57.0,49.367,-121.483,38.0,179.0
2855,USC00450456,42.0,47.7722,-121.4819,234.7,143.0
26058,CA001095195,8.0,52.23,-121.48,945.0,185.0
11498,CA001181120,20.0,55.13,-121.48,1102.0,187.0
304,CA001113539,1.0,49.37,-121.48,39.0,179.0
19973,USC00049053,80.0,41.96,-121.4744,1229.9,133.0
26056,CA001094455,6.0,51.82,-121.47,819.0,185.0
8842,USC00048099,30.0,39.4167,-121.4667,192.0,42.0
3391,USS0021B13S,24.0,47.0167,-121.4667,1828.8,143.0
18278,USS0021B20S,19.0,47.3167,-121.4667,935.7,143.0
10874,USS0021B59S,19.0,47.2667,-121.4667,1066.8,143.0
28283,USC00352018,3.0,42.2667,-121.4667,1266.1,133.0
10684,USR0000CROU,21.0,41.4272,-121.4639,1602.6,44.0
14464,USR0000OWAM,26.0,45.2406,-121.453,1011.9,135.0
3932,CA001113420,36.0,49.78,-121.45,122.0,179.0
7027,USR0000OPOL,27.0,45.4586,-121.4464,1011.9,141.0
14604,USW00004223,10.0,48.5406,-121.4461,124.1,178.0
19911,USC00042964,36.0,41.0081,-121.435,1005.8,44.0
25551,USS0021B55S,22.0,47.3667,-121.4333,1127.8,143.0
22136,USW00093216,12.0,39.1167,-121.4333,38.1,36.0
5129,USC00049604,25.0,39.0167,-121.4333,25.6,36.0
7662,CA00111090M,15.0,49.87,-121.43,200.0,179.0
26076,CA001119002,10.0,49.57,-121.43,76.0,179.0
18164,USR0000OHOY,26.0,42.9764,-121.4219,1659.6,133.0
12556,USC00044025,34.0,36.8483,-121.4214,83.8,11.0
22551,CA001161215,16.0,50.92,-121.42,515.0,185.0
18839,CA001113570,45.0,49.38,-121.42,177.0,179.0
22573,CA001197331,6.0,58.83,-121.42,566.0,187.0
18819,CA001093599,14.0,52.33,-121.42,785.0,185.0
11439,CA001090R0R,17.0,53.25,-121.417,914.0,187.0
29328,USW00023271,136.0,38.5556,-121.4169,11.6,36.0
29213,USS0021C33S,24.0,46.6167,-121.4167,1798.3,141.0
23585,USC00044022,80.0,36.8333,-121.4167,85.0,11.0
28676,USC00453386,14.0,47.7333,-121.4167,259.1,143.0
28300,USC00355170,23.0,42.0167,-121.4167,1235.0,133.0
17801,USC00457781,53.0,47.4247,-121.4139,920.5,143.0
2527,USC00358246,15.0,43.8933,-121.4117,1274.1,135.0
10769,USR0000OTUM,10.0,44.0494,-121.4003,1219.2,135.0
3962,CA001167191,13.0,51.3,-121.4,1080.0,185.0
2892,USC00459185,6.0,45.8167,-121.4,627.9,141.0
7231,USW00023208,22.0,38.6667,-121.4,25.0,36.0
25554,USS0021G03S,23.0,42.7,-121.4,1554.5,133.0
18388,USW00023241,1.0,36.8833,-121.4,71.9,11.0
11459,CA001113550,23.0,49.38,-121.4,152.0,179.0
3912,CA00109E7R6,26.0,51.7,-121.4,994.0,185.0
21718,USR0000CBGR,21.0,39.3975,-121.3861,244.8,42.0
28688,USC00455539,5.0,47.9833,-121.3833,875.1,143.0
21955,USS0021C28S,23.0,46.6333,-121.3833,1371.6,141.0
5118,USC00048562,10.0,37.85,-121.3833,6.1,34.0
23573,USC00042369,0.0,37.4167,-121.3833,366.1,34.0
26115,CA001180750,23.0,57.38,-121.38,840.0,187.0
15117,CA001093600,36.0,52.37,-121.37,777.0,185.0
21476,USC00457708,17.0,47.7,-121.3667,284.1,143.0
28322,USC00357815,0.0,43.1,-121.3667,1524.9,133.0
12596,USC00048502,15.0,39.7,-121.3667,652.3,42.0
25089,USC00458007,4.0,47.2667,-121.3667,853.4,143.0
21736,USR0000CJOR,5.0,39.7833,-121.3667,1341.1,42.0
18065,USR0000CHLR,9.0,36.8422,-121.3622,123.1,11.0
25443,USR0000OTIM,26.0,43.2433,-121.3583,1834.9,133.0
10399,USC00457794,3.0,45.8175,-121.3531,736.1,141.0
6241,USC00357835,8.0,44.9667,-121.35,732.1,135.0
7720,CA002202100,65.0,61.87,-121.35,132.0,187.0
12581,USC00046610,17.0,36.715,-121.3492,275.8,11.0
5122,USC00048999,63.0,37.6819,-121.3467,41.1,34.0
19897,USC00041130,2.0,39.695,-121.3453,1085.1,42.0
25673,USW00024237,65.0,47.2767,-121.3372,1206.7,143.0
6644,USC00458653,0.0,46.75,-121.3333,1371.6,141.0
21951,USS0021B10S,23.0,47.2833,-121.3333,1176.5,143.0
10380,USC00454414,65.0,47.3167,-121.3333,755.9,143.0
18280,USS0021C38S,24.0,46.8167,-121.3333,1402.1,143.0
7693,CA001164717,18.0,51.07,-121.33,838.0,185.0
21848,USR0000OLAV,25.0,43.93,-121.33,1418.8,135.0
21862,USR0000OWAS,15.0,45.61,-121.33,714.8,141.0
336,CA001167637,22.0,50.42,-121.32,235.0,179.0
13641,USC00355174,34.0,42.0078,-121.3186,1410.3,134.0
12598,USC00048560,87.0,37.9994,-121.3178,3.7,34.0
7688,CA001160540,28.0,50.7,-121.317,488.0,185.0
23562,USC00041159,0.0,39.9372,-121.3147,576.4,42.0
1379,USC00041773,0.0,38.7,-121.3,43.0,36.0
6603,USC00450969,57.0,46.8667,-121.3,1049.1,143.0
3961,CA001165791,30.0,51.65,-121.3,1059.0,185.0
14688,USW00023206,22.0,38.5667,-121.3,39.9,36.0
21058,USC00356555,1.0,44.5,-121.3,804.7,135.0
22063,USW00023248,1.0,37.6,-121.3,59.1,34.0
10693,USR0000CTIM,9.0,41.6294,-121.2981,1511.8,134.0
3191,USR0000CLDR,24.0,40.8072,-121.2967,1752.6,44.0
25331,USR0000CDIA,13.0,37.3292,-121.2939,563.9,34.0
1407,USC00045032,101.0,38.1061,-121.2878,12.2,36.0
13613,USC00350694,110.0,44.0567,-121.285,1115.6,135.0
25727,USW00093226,7.0,35.6656,-121.2847,18.0,9.0
27214,USC00047024,38.0,35.6667,-121.2833,18.0,9.0
21056,USC00356357,12.0,45.65,-121.2833,487.7,141.0
21434,USC00450217,48.0,45.8092,-121.2811,712.0,141.0
26097,CA001160510,13.0,50.72,-121.28,305.0,185.0
22550,CA001160511,8.0,50.73,-121.27,331.0,185.0
328,CA001160520,5.0,50.73,-121.27,320.0,185.0
6930,USR0000CLIN,20.0,38.8825,-121.2683,61.0,36.0
3982,CA002202101,49.0,50.7,-121.267,327.0,185.0
12597,USC00048557,56.0,37.95,-121.2667,6.1,34.0
28290,USC00353121,36.0,45.35,-121.2667,744.0,141.0
19915,USC00043800,0.0,39.2372,-121.2667,243.8,42.0
14036,USC00453184,32.0,46.0089,-121.2633,579.7,141.0
17772,USC00453183,1.0,46.0081,-121.2622,566.9,141.0
17393,USC00356655,28.0,45.1289,-121.2561,627.6,135.0
24699,USC00356532,54.0,44.7275,-121.2506,429.8,135.0
11460,CA001114474,10.0,49.5,-121.25,807.0,179.0
28707,USC00457690,38.0,48.6833,-121.25,161.8,178.0
25550,USS0021A01S,11.0,48.8667,-121.25,1103.4,178.0
21072,USC00359011,17.0,45.2,-121.25,548.6,135.0
21014,USC00350054,7.0,44.75,-121.25,720.2,135.0
27217,USC00047714,12.0,36.0167,-121.25,323.1,11.0
21463,USC00454884,15.0,45.8333,-121.25,-999.9,141.0
2535,USC00359038,32.0,44.7667,-121.25,458.1,135.0
21073,USC00359022,1.0,45.1333,-121.25,625.1,135.0
16255,USC00041700,55.0,40.3033,-121.2422,1380.7,44.0
25077,USC00455840,54.0,48.6758,-121.2419,160.0,178.0
3183,USR0000CFHL,11.0,36.0117,-121.2417,335.3,11.0
358,CA002202102,9.0,61.76,-121.24,168.0,187.0
3988,CA00220CQHR,8.0,60.44,-121.24,498.0,187.0
14751,USW00093218,6.0,36.0,-121.2333,317.0,11.0
27216,USC00047516,72.0,38.8,-121.2333,75.9,36.0
13653,USC00357000,9.0,45.4333,-121.2333,411.5,141.0
18840,CA001113581,37.0,49.283,-121.233,674.0,179.0
22061,USW00023237,64.0,37.8892,-121.2258,7.9,34.0
26106,CA001165793,26.0,51.68,-121.22,928.0,185.0
22523,CA001113580,7.0,49.267,-121.217,678.0,179.0
27158,USC00041653,0.0,39.4833,-121.2167,783.3,42.0
24702,USC00357052,56.0,44.2667,-121.2167,918.1,135.0
13627,USC00353095,78.0,43.3936,-121.2122,1404.8,134.0
24656,USC00350699,22.0,44.1183,-121.2103,1023.5,135.0
6247,USC00358407,112.0,45.6069,-121.2047,45.7,141.0
3201,USR0000CPIK,25.0,39.475,-121.2025,1132.0,42.0
27168,USC00042456,37.0,39.3575,-121.2011,499.9,42.0
28681,USC00454406,70.0,47.2667,-121.2,691.9,143.0
14061,USC00457078,1.0,45.9667,-121.2,-999.9,141.0
5075,USC00045303,13.0,37.8,-121.2,11.9,34.0
27153,USC00041161,0.0,39.9,-121.2,1585.9,42.0
19907,USC00042458,59.0,39.3333,-121.2,473.0,42.0
15170,CA001164G1E,10.0,51.55,-121.2,1145.0,185.0
18862,CA001163595,12.0,51.6,-121.2,994.0,185.0
10767,USR0000OMUT,20.0,44.9258,-121.1944,1249.7,135.0
19901,USC00041916,4.0,39.3308,-121.1922,181.4,42.0
2863,USC00452384,13.0,47.2422,-121.1869,661.4,143.0
16265,USC00043111,52.0,38.6833,-121.1833,75.9,36.0
6248,USC00358410,8.0,45.6,-121.1833,85.0,141.0
2513,USC00355515,51.0,44.5833,-121.1833,762.9,135.0
14572,USS0021F12S,23.0,42.95,-121.1833,1743.5,134.0
12584,USC00046926,76.0,36.4819,-121.1822,398.4,11.0
15137,CA001117410,16.0,49.08,-121.17,515.0,178.0
15115,CA001092519,32.0,53.75,-121.17,671.0,187.0
12555,USC00043882,13.0,35.6842,-121.1683,465.1,9.0
8801,USC00043113,37.0,38.7,-121.1667,106.7,36.0
25552,USS0021C10S,23.0,46.55,-121.1667,1828.8,141.0
11019,USW00024219,65.0,45.6194,-121.1661,71.6,141.0
19959,USC00047370,41.0,38.6944,-121.1611,89.9,36.0
9999,USC00357056,10.0,44.2628,-121.1578,927.2,136.0
10367,USC00451972,0.0,45.75,-121.15,586.1,141.0
28702,USC00457379,1.0,47.7,-121.15,677.0,143.0
8788,USC00041180,3.0,39.4167,-121.15,542.8,42.0
10682,USR0000CPNN,11.0,36.4708,-121.1472,402.9,11.0
9986,USC00355142,45.0,44.6633,-121.1461,744.6,136.0
17767,USC00452157,94.0,48.7142,-121.1431,271.6,178.0
22082,USW00024230,64.0,44.2558,-121.1392,927.5,136.0
10764,USR0000OGER,26.0,42.2056,-121.1389,1499.6,134.0
5067,USC00044555,103.0,36.2069,-121.1378,97.5,11.0
29215,USS0021G04S,13.0,42.2,-121.1333,1478.3,134.0
14066,USC00457625,7.0,46.2333,-121.1333,1222.9,141.0
28700,USC00457038,61.0,46.65,-121.1333,833.0,141.0
22062,USW00023240,3.0,37.4,-121.1333,50.0,34.0
24673,USC00353232,21.0,42.205,-121.1314,1478.3,134.0
24668,USC00352440,103.0,45.4539,-121.1303,405.4,141.0
25429,USR0000OHAY,27.0,44.4503,-121.13,987.6,136.0
22561,CA001168739,10.0,51.47,-121.12,1069.0,185.0
14336,USR0000CDOR,13.0,39.3036,-121.1172,617.2,42.0
10683,USR0000CRDR,9.0,39.3036,-121.1172,599.8,42.0
28277,USC00350753,41.0,45.6167,-121.1167,39.9,141.0
21956,USS0021C39S,22.0,46.35,-121.1167,1524.0,141.0
23590,USC00044558,7.0,36.2333,-121.1167,110.0,11.0
23624,USC00048606,64.0,39.5631,-121.1078,1160.7,42.0
21021,USC00350854,9.0,42.4333,-121.1,1334.4,134.0
17804,USC00458089,50.0,47.7372,-121.0914,1240.5,143.0
5040,USC00041497,99.0,40.1706,-121.0886,1389.9,44.0
16244,USC00040383,108.0,38.9072,-121.0839,393.8,36.0
29211,USS0021A35S,11.0,48.9667,-121.0833,502.9,178.0
2524,USC00357814,27.0,43.15,-121.0833,1364.3,134.0
29212,USS0021B01S,23.0,47.7333,-121.0833,1240.5,143.0
18203,USR0000WGRE,15.0,45.9917,-121.0833,1158.2,141.0
3172,USR0000CBOG,20.0,40.5981,-121.0831,1722.1,44.0
26099,CA001161104,22.0,51.7,-121.08,1003.0,185.0
25086,USC00457185,52.0,48.7272,-121.0722,376.7,178.0
16272,USC00043573,46.0,39.2042,-121.0681,731.5,42.0
23568,USC00041805,11.0,41.9333,-121.0667,1393.9,134.0
14040,USC00454394,65.0,47.25,-121.0667,688.8,143.0
23582,USC00043571,59.0,39.2167,-121.0667,805.0,42.0
6604,USC00451162,7.0,47.7667,-121.0667,1028.1,143.0
8778,USC00040385,13.0,38.8833,-121.0667,387.1,36.0
10871,USS0021B04S,25.0,47.5167,-121.0667,1027.5,143.0
21061,USC00357817,44.0,43.1244,-121.062,1335.6,134.0
27219,USC00047846,45.0,37.0533,-121.0578,84.4,34.0
21737,USR0000CLAB,22.0,37.0547,-121.0531,106.7,34.0
2499,USC00353029,13.0,43.3572,-121.0517,1318.6,134.0
10761,USR0000OCAB,27.0,43.5,-121.05,1385.3,134.0
6612,USC00453216,0.0,46.9167,-121.05,792.5,143.0
12529,USC00041462,24.0,39.45,-121.05,839.7,42.0
29092,USR0000OCAM,16.0,43.78,-121.05,1453.9,136.0
5039,USC00041475,0.0,41.3667,-121.05,1373.1,44.0
10873,USS0021B51S,28.0,47.3667,-121.05,1280.2,143.0
28310,USC00356814,3.0,44.25,-121.05,952.5,136.0
19981,USC00049600,5.0,40.3,-121.05,1521.9,44.0
18877,CA001186428,6.0,56.92,-121.03,685.0,187.0
7702,CA001182427,16.0,55.0,-121.03,854.0,187.0
11461,CA001123469,44.0,50.47,-121.02,1268.0,185.0
7700,CA0011814FR,23.0,56.3,-121.02,759.0,187.0
19939,USC00046168,109.0,37.2811,-121.0178,27.4,34.0
21431,USC00450066,5.0,46.5167,-121.0167,946.1,141.0
19902,USC00041985,0.0,38.8833,-121.0167,467.0,36.0
29011,USR0000CPIL,19.0,38.8325,-121.0086,365.8,36.0
9985,USC00355139,94.0,44.6167,-121.0011,679.7,136.0
16297,USC00046136,120.0,39.2467,-121.0008,847.6,42.0
23637,USC00049599,32.0,40.3,-121.0,1545.9,44.0
26109,CA001166912,25.0,51.85,-121.0,795.0,185.0
15139,CA001123468,22.0,50.5,-121.0,1470.0,185.0
28316,USC00357235,2.0,43.9667,-121.0,1219.2,136.0
14070,USC00458442,38.0,46.6667,-121.0,694.9,141.0
10361,USC00450641,8.0,47.7667,-120.9833,860.1,143.0
21945,USS0020A07S,24.0,48.5167,-120.9833,1280.2,178.0
12561,USC00044773,26.0,39.6833,-120.9833,1519.1,42.0
10867,USS0020A40S,22.0,48.1667,-120.9833,1889.8,143.0
22498,CA001092520,25.0,53.73,-120.98,648.0,187.0
17392,USC00356501,0.0,43.85,-120.9667,1219.2,136.0
1448,USC00049418,1.0,38.2,-120.9667,100.9,36.0
25656,USW00023258,86.0,37.6242,-120.9506,22.3,34.0
1396,USC00043621,20.0,40.1408,-120.9506,1094.2,44.0
8830,USC00047197,0.0,39.9833,-120.95,1113.1,42.0
10364,USC00451257,8.0,45.7333,-120.95,502.9,141.0
23622,USC00048521,2.0,41.8667,-120.95,1388.1,134.0
2518,USC00356662,13.0,43.7833,-120.95,1902.9,136.0
5043,USC00041912,106.0,39.0911,-120.9481,725.4,36.0
16311,USC00047195,113.0,39.9367,-120.9475,1042.4,42.0
12517,USC00040029,58.0,41.1936,-120.9447,1278.6,44.0
10006,USC00358420,51.0,43.2644,-120.9447,1313.7,134.0
21751,USR0000CQUI,22.0,39.9733,-120.9419,1066.8,42.0
17375,USC00353542,66.0,44.5175,-120.9389,1107.9,136.0
23599,USC00045119,9.0,36.875,-120.9386,256.9,11.0
3171,USR0000CBLT,22.0,38.5908,-120.9336,275.8,36.0
5062,USC00044283,4.0,38.35,-120.9333,85.0,36.0
21947,USS0020G12S,11.0,42.6333,-120.9333,1859.3,134.0
1408,USC00045120,40.0,36.9897,-120.9297,124.1,11.0
14460,USR0000OPAT,21.0,45.3222,-120.925,679.7,141.0
21741,USR0000CLST,22.0,35.6564,-120.9242,303.0,9.0
28293,USC00353800,4.0,44.6667,-120.9167,570.0,136.0
29205,USS0020A12S,22.0,48.45,-120.9167,1402.1,178.0
29206,USS0020A23S,24.0,48.2,-120.9167,1798.3,143.0
5061,USC00043925,0.0,36.4167,-120.9167,659.0,11.0
10658,USR0000CCSH,10.0,40.0017,-120.915,1377.7,42.0
21445,USC00451504,109.0,47.1889,-120.9131,579.1,143.0
1377,USC00041476,33.0,41.4219,-120.9017,1313.7,44.0
19962,USC00047716,1.0,36.0333,-120.9,136.9,11.0
9955,USC00351586,2.0,43.2333,-120.9,1320.1,134.0
21758,USR0000CWES,21.0,40.3067,-120.9,1767.8,44.0
17377,USC00353737,29.0,44.95,-120.9,897.0,136.0
3184,USR0000CGOR,9.0,40.7586,-120.8961,1889.8,44.0
6239,USC00357354,67.0,42.3414,-120.8894,1489.9,134.0
6946,USR0000CSEC,20.0,39.1836,-120.8847,861.4,42.0
27208,USC00046056,22.0,35.7667,-120.8833,234.7,9.0
14753,USW00093243,9.0,37.2381,-120.8825,23.8,34.0
7639,CA001090904,15.0,52.1,-120.88,1532.0,185.0
22527,CA001125075,10.0,50.2,-120.88,732.0,179.0
3937,CA001121090,8.0,49.82,-120.87,972.0,179.0
302,CA001110352,15.0,49.12,-120.87,1340.0,178.0
10650,USR0000CCAN,18.0,41.4342,-120.8678,1314.3,44.0
1417,USC00046305,50.0,37.8667,-120.8667,67.1,34.0
27195,USC00045118,82.0,37.0564,-120.8667,36.6,34.0
27200,USC00045550,11.0,36.7,-120.8667,356.9,11.0
29015,USR0000CSDD,9.0,39.6375,-120.8653,2033.0,42.0
10685,USR0000CRUS,13.0,41.2944,-120.8639,1463.0,44.0
5056,USC00043491,15.0,39.165,-120.8567,1011.9,42.0
21732,USR0000CHER,22.0,36.3825,-120.8558,1137.8,11.0
27230,USC00049073,42.0,37.5006,-120.855,35.1,34.0
1384,USC00042334,60.0,39.3,-120.85,1129.0,42.0
16295,USC00045869,0.0,35.4167,-120.85,189.0,9.0
19914,USC00043338,0.0,38.8333,-120.85,591.9,36.0
21857,USR0000OSTR,26.0,42.1894,-120.8464,1703.8,134.0
27207,USC00045866,54.0,35.3672,-120.8456,35.1,9.0
12548,USC00043134,0.0,39.01,-120.845,919.0,36.0
5038,USC00041428,84.0,38.2486,-120.8433,200.6,36.0
25065,USC00453222,83.0,45.8081,-120.8428,499.9,141.0
21844,USR0000OFOR,25.0,43.425,-120.8417,1350.3,134.0
16286,USC00044288,15.0,39.1181,-120.8406,944.9,39.0
3209,USR0000CWHC,19.0,39.3167,-120.8375,1316.7,42.0
5054,USC00043381,22.0,38.9167,-120.8333,830.0,39.0
25059,USC00451426,0.0,48.0333,-120.8333,826.9,144.0
16259,USC00042338,24.0,39.3,-120.8333,1357.9,42.0
11500,CA001182998,15.0,56.25,-120.83,674.0,187.0
7661,CA001110350,14.0,49.13,-120.83,1341.0,178.0
18866,CA00116HFF6,22.0,51.33,-120.83,1083.0,185.0
19956,USC00046960,96.0,38.6956,-120.8244,563.9,39.0
27170,USC00042500,84.0,39.5633,-120.8239,888.5,42.0
11465,CA001124668,25.0,50.5,-120.82,1101.0,185.0
25547,USS0020G02S,22.0,42.7,-120.8167,2164.1,134.0
10372,USC00453226,23.0,45.8167,-120.8167,518.2,141.0
28311,USC00356883,113.0,44.3022,-120.8081,888.5,136.0
14326,USR0000CBDY,9.0,35.8644,-120.8031,163.7,9.0
5120,USC00048713,15.0,38.3772,-120.8008,483.4,39.0
23580,USC00043384,50.0,38.9331,-120.8008,914.7,39.0
12563,USC00044979,7.0,36.7833,-120.8,207.0,11.0
3940,CA001124860,16.0,50.38,-120.8,1006.0,179.0
11466,CA001125070,39.0,50.12,-120.8,585.0,179.0
8786,USC00041034,0.0,35.8667,-120.8,164.9,9.0
334,CA001166658,28.0,50.93,-120.8,1200.0,185.0
14561,USS0020A41S,13.0,48.6,-120.8,1219.2,178.0
15166,CA001160986,28.0,51.5,-120.8,1155.0,185.0
7669,CA001125079,44.0,50.12,-120.8,588.0,179.0
14041,USC00454446,5.0,47.8375,-120.7978,623.6,144.0
6948,USR0000CSNL,10.0,37.1822,-120.7939,19.8,37.0
28325,USC00358173,56.0,42.9592,-120.7897,1277.7,134.0
14340,USR0000CGHP,22.0,40.7817,-120.7844,1877.0,44.0
10869,USS0020G06S,28.0,42.2667,-120.7833,1737.4,134.0
1385,USC00042389,86.0,37.5667,-120.7833,43.0,37.0
14021,USC00450365,0.0,48.6833,-120.7833,1331.1,178.0
28686,USC00455050,9.0,45.7167,-120.7833,182.9,142.0
14038,USC00453728,17.0,48.2,-120.7833,1049.1,144.0
15142,CA001124890,8.0,49.07,-120.78,1198.0,178.0
17777,USC00453730,51.0,48.1989,-120.7736,980.8,144.0
26108,CA001166659,6.0,50.9,-120.77,990.0,185.0
18878,CA001186868,14.0,56.65,-120.77,671.0,187.0
29209,USS0020H13S,19.0,41.25,-120.7667,1889.8,44.0
6213,USC00353471,13.0,45.35,-120.7667,725.7,142.0
3202,USR0000CPRD,18.0,36.7269,-120.7658,619.4,11.0
21016,USC00350197,84.0,44.8197,-120.7533,923.5,136.0
2484,USC00350312,0.0,44.7261,-120.7531,783.3,136.0
363,CA002300750,37.0,69.583,-120.75,98.0,187.0
29208,USS0020H02S,13.0,41.8833,-120.75,1585.0,134.0
17408,USC00359287,1.0,43.8333,-120.75,1295.4,136.0
6622,USC00454660,0.0,47.25,-120.75,735.2,144.0
12585,USC00046962,39.0,38.7333,-120.7333,839.7,39.0
12520,USC00040403,8.0,35.1667,-120.7333,9.1,9.0
15185,CA001183000,71.0,56.233,-120.733,695.0,187.0
6925,USR0000CFOR,11.0,39.0914,-120.7317,1327.4,39.0
18860,CA001160985,4.0,51.47,-120.73,1157.0,185.0
15167,CA001162177,24.0,51.03,-120.73,1122.0,185.0
13650,USC00356238,3.0,44.2994,-120.7264,931.8,136.0
6641,USC00458059,99.0,48.3508,-120.7264,383.1,178.0
6226,USC00355734,97.0,45.4825,-120.7236,570.0,142.0
29130,USR0000WGLD,7.0,45.8672,-120.7231,626.1,142.0
29204,USS0020A09S,25.0,48.55,-120.7167,1456.9,178.0
21480,USC00459191,51.0,46.3833,-120.7167,296.0,142.0
25655,USW00023225,63.0,39.2775,-120.7103,1608.1,42.0
7641,CA001092120,18.0,53.6,-120.7,686.0,187.0
28678,USC00454035,14.0,45.7167,-120.7,57.9,142.0
13665,USC00359068,45.0,45.5958,-120.7,386.2,142.0
17381,USC00354411,81.0,45.1967,-120.6994,826.0,136.0
21715,USR0000CBAL,23.0,38.9056,-120.6972,1426.5,39.0
19957,USC00047150,77.0,36.1883,-120.6953,701.0,11.0
18046,USR0000CASH,20.0,41.0519,-120.6861,1554.5,44.0
16304,USC00046730,114.0,35.6278,-120.6856,222.5,9.0
24662,USC00351582,3.0,43.2333,-120.6833,1314.9,134.0
7116,USS0020B02S,24.0,47.35,-120.6833,1301.5,144.0
14449,USR0000OBOH,25.0,44.6056,-120.6833,1255.8,136.0
1425,USC00046943,64.0,35.1597,-120.6831,11.9,9.0
7668,CA001125060,7.0,50.47,-120.68,1207.0,185.0
26114,CA001180585,67.0,56.23,-120.68,686.0,187.0
6621,USC00454572,94.0,47.5586,-120.675,343.8,144.0
14335,USR0000CDGR,20.0,41.53,-120.6714,1530.7,44.0
27173,USC00042728,88.0,38.3306,-120.6706,217.9,39.0
14063,USC00457342,44.0,45.9481,-120.6669,787.9,142.0
6601,USC00450749,17.0,47.35,-120.6667,1241.1,144.0
1434,USC00047702,0.0,38.1667,-120.6667,253.0,39.0
1400,USC00044204,58.0,36.4167,-120.6667,808.0,11.0
19937,USC00045909,0.0,38.75,-120.6667,1040.0,39.0
3297,USR0000OSAL,25.0,44.0444,-120.6661,1728.2,136.0
19966,USC00047851,86.0,35.3039,-120.665,93.9,9.0
5119,USC00048702,107.0,40.4167,-120.6631,1283.8,44.0
16250,USC00041018,88.0,39.4539,-120.6556,1641.3,42.0
29006,USR0000CMTZ,22.0,38.3894,-120.6511,902.2,39.0
23575,USC00042831,0.0,39.3033,-120.6508,1600.2,42.0
16308,USC00047016,10.0,34.5833,-120.65,27.1,9.0
8811,USC00044590,17.0,37.8,-120.65,103.9,37.0
7670,CA001125585,23.0,50.15,-120.65,646.0,179.0
14560,USS0020A05S,20.0,48.7167,-120.65,1981.2,178.0
21475,USC00457340,12.0,46.0,-120.65,946.1,142.0
14322,USR0000BC83,26.0,49.0017,-120.6475,1979.4,178.0
21469,USC00456534,74.0,47.785,-120.6456,590.1,144.0
25351,USR0000CPIE,25.0,40.2461,-120.6422,1737.4,44.0
18462,USW00093206,15.0,35.2372,-120.6414,61.0,9.0
19923,USC00044713,96.0,39.3183,-120.6392,1571.5,42.0
1436,USC00047933,3.0,35.3742,-120.6375,349.9,9.0
2875,USC00455736,37.0,46.65,-120.6333,570.0,142.0
16288,USC00044714,8.0,39.3333,-120.6333,1562.1,42.0
14752,USW00093221,0.0,34.5833,-120.6333,100.9,9.0
14025,USC00451050,1.0,48.6167,-120.6333,-999.9,178.0
13637,USC00354632,37.0,43.2667,-120.6333,1314.9,134.0
315,CA001125590,7.0,50.17,-120.63,642.0,179.0
18879,CA001188026,5.0,56.12,-120.63,443.0,187.0
7302,USW00093209,65.0,35.6697,-120.6283,246.9,9.0
5109,USC00048207,48.0,39.5678,-120.6228,1292.4,42.0
18158,USR0000OCOF,24.0,42.55,-120.62,1600.2,134.0
11082,USW00093219,2.0,34.55,-120.6167,24.1,9.0
10408,USC00459455,4.0,46.5742,-120.6008,353.6,142.0
17785,USC00454849,3.0,48.2333,-120.6,365.8,144.0
17360,USC00351067,52.0,43.8094,-120.6,1414.3,136.0
14368,USR0000CSNR,20.0,36.3478,-120.5978,1524.0,11.0
27148,USC00040539,1.0,39.6175,-120.5922,1663.3,42.0
10370,USC00452214,12.0,48.1833,-120.5833,683.1,144.0
8827,USC00046677,6.0,36.6833,-120.5833,113.1,11.0
25726,USW00093215,6.0,34.6667,-120.5833,111.9,9.0
13614,USC00350856,12.0,42.2208,-120.5792,1389.9,134.0
